id, title, author, price, description, last_update, category, score, downloads, content_rating, requirement, links, developer_url, developer_domain, link
com.yotesgames.training,Unicorn Training,Yotes Games,SEK7.35 Buy,Master powerful magic venture through dungeons and explore the monster-filled forest of Equica! Clover is the unicorn apprentice of Grand Swirllock the Bearded. She needs to learn the 10 basic combat spells every mage must master to survive fights against the monsters of Equica. Traverse deadly dungeons to unlock more spells and extend your life energy! Beat all the dungeon bosses to prove you’re tough enough to take on any dangerous quest! - Unlock 10 Different Combat Spells! - 9 Dungeons Crawling With Monsters & Treasure! - Plunder Caves For Gems & Items! - Find Cupcakes Potions and Power-Boosting Equipment! - A Vast & Mysterious Forest Awaits… *** Look for the Unicorn Training Demo on the App Store to try it for FREE! *** ________________________________________ ~ Music provided by OpenGameArt.org ~ Title Theme: Polyverse Title by Botanic Timber Grove: Chippytoon by BBandRage Battle Theme: BossMain by SketchyLogic Dungeon: Last Life by Scribe ~ Music provided by The Cynic Project ~ Cave: Crystal Cave by cynicmusic (pixelsphere.org) ~ Music provided by PacDV ~ Boss Theme: Power Juice by www.pacdv.com/sounds/ ~ Music provided by AudioJungle.net ~ Forest: The Big Guy by Snabisch,January 22 2015,Role Playing Action & Adventure,4.4 149 total,1000 - 5000,PEGI 7 Mild Violence,2.3 and up,https://www.google.com/url?q=http://www.yotesgames.com&sa=D&usg=AFQjCNHArcPKfI92spWagJC0Iw_vBEpePg * mailto:yotesmail@gmail.com * https://www.google.com/url?q=http://www.yotesgames.com/p/privacy-policy.html&sa=D&usg=AFQjCNG1ojZELoLaeEmog6_3D7-VDsxIxQ,http://www.yotesgames.com&sa=D&usg=AFQjCNHArcPKfI92spWagJC0Iw_vBEpePg,http://www.yotesgames.com,https://play.google.com/store/apps/details?id=com.yotesgames.training&hl=en
com.appquiz.MakeUpSalon,MakeUp Salon,AppQuiz,Free,Have you ever wanted to be a make up artist? Well now you can make up your model step by step. Play with cute hairstyles make-up and match luxury accessories and jewellery. With lots of combinations and accessories you can experiment with fashion trends and create new styles. Features: • Totally free • Different lipsticks blusher eye-shadow eye and hair color and much more • Huge variety of party items • Save your makeovers to your phone for future references,March 26 2015,Casual Creativity,3.5 434 total,50000 - 100000,PEGI 3,2.3.3 and up,https://www.google.com/url?q=http://www.robotifun.com&sa=D&usg=AFQjCNGtgPZRO3l3go2-aFUmClX8S1FLbA * mailto:appquizz@gmail.com * https://www.google.com/url?q=http://www.robotifun.com/privacy-policy&sa=D&usg=AFQjCNGx4bv1amIPoK3GsT6KHZeJaIscrA,http://www.robotifun.com&sa=D&usg=AFQjCNGtgPZRO3l3go2-aFUmClX8S1FLbA,http://www.robotifun.com,https://play.google.com/store/apps/details?id=com.appquiz.MakeUpSalon&hl=en
air.whowhatpablo,Who? What? Pablo!,sofake,SEK24.42 Buy,Pablo is an exciting little man whose heart is full of adventure. With his endless amount of costumes and disguises and penchant for mischief this story begins with a question: what is Pablo going to be today? + music by bob schneider + switch between english korean and spanish at any time + fully narrated in each language + 'look around' each page by dragging your finger + discover different interactive elements,January 23 2015,Books & Reference Pretend Play,5.0 1 total,10 - 50,PEGI 3,2.2 and up,https://www.google.com/url?q=http://www.pablo.sofake.com&sa=D&usg=AFQjCNG_5cJyIvjeKFchnOtEp0Yl43atIg * mailto:jordan.wefail@gmail.com * https://www.google.com/url?q=http://www.pablo.sofake.com&sa=D&usg=AFQjCNG_5cJyIvjeKFchnOtEp0Yl43atIg,http://www.pablo.sofake.com&sa=D&usg=AFQjCNG_5cJyIvjeKFchnOtEp0Yl43atIg,http://www.pablo.sofake.com,https://play.google.com/store/apps/details?id=air.whowhatpablo&hl=en
white.simplicity.babynumbers,Baby Numbers (123),White Simplicity LLC,Free,Young babies have limited color vision. This app was designed for young babies taking into account the baby's fragile mind. This App will give your baby an option to learn numbers from a very early stage. In-app purchase enables you to disable the Ads for just - 0.99$. In-app purchase enables you to record yourself saying the numbers - 0.99$ . The advanced recording feature is excellent for babies your baby recognizes your voice enabling a better and faster learning experience. More baby apps for 3 month olds and baby games for one year old can be found here https://play.google.com/store/apps/developer?id=White+Simplicity+LLC,December 4 2013,Puzzle Education,4.2 21 total,1000 - 5000,USK: All ages,2.2 and up,mailto:whsimplicity@gmail.com * https://www.google.com/url?q=https://www.iubenda.com/privacy-policy/858073/full-legal&sa=D&usg=AFQjCNEAVRDeUMGC8IXFSN_bt-NJyZJlag,,,https://play.google.com/store/apps/details?id=white.simplicity.babynumbers&hl=en
com.ogien.antsim,Ant Sim,3583 Bytes,Free,Play the role of an Ant in an Ant Colony collect food for your Queen dig subterranean tunnels customize and decorate your environment. Call your friendly black ants to attack the red ant colony and most importantly run away from the Spiders. Ant Sim is a fun mix of simulation and sandbox type gameplay that will keep you entertained for hours. Features -Open Ended Gameplay -Environment Customization -Fungus Farming -Underground Digging -Free No In-Game Purchases -Optimized for Intel x86 mobile devices,March 22 2015,Simulation Pretend Play,3.6 917 total,10000 - 50000,USK: All ages,2.3.3 and up,https://www.google.com/url?q=http://www.3583Bytes.com&sa=D&usg=AFQjCNG9Z2hqx3vr83-bhq0cFqnJtIK9Lw * mailto:reachadam@outlook.com * https://www.google.com/url?q=http://www.3583bytes.com/about/privacy-policy/&sa=D&usg=AFQjCNHBlYU5qHPfxQkKvQJiyyuhHNFnZg,http://www.3583Bytes.com&sa=D&usg=AFQjCNG9Z2hqx3vr83-bhq0cFqnJtIK9Lw,http://www.3583,https://play.google.com/store/apps/details?id=com.ogien.antsim&hl=en
com.samurai.soft.dotdajo,３Ｄどっとだ城～,Samurai-Soft Co.Ltd.,Free,---------------------------------------- 3Dドットの城を思う存分ぶちこわせ！！ 破壊×痛快×爽快アクションゲーム登場！！ ---------------------------------------- ＝＝＝ 破壊！破壊！！破壊！！！ ＝＝＝ 3Dドットで作られた大小さまざまな城を大砲やユニットを使ってどんどん破壊！ 操作はタップとスワイプだけで簡単×直感的！ おじいちゃんも子どもも手軽で気軽に攻城戦！ 連打→連打→連打の快感をあなたに…。 ＝＝＝ ニクいアイツを狙い撃ち♪ ＝＝＝ 城を破壊していると建物のどこかから城主がひょっこりと顔を出すぞ！ 集中攻撃でダウンさせれば、フィーバータイムでお宝ザックザク！！ ＝＝＝ 多彩で愉快な味方ユニット！ ＝＝＝ 手に入れたガチャコインで頼りになる仲間をGet！ 超強力な必殺技を使えば一気に城を粉砕！？ あ～んなキャラやこ～んなキャラがキミを待っている！ このソフトウェアは、 Apache 2.0ライセンスで配布されている製作物が含まれています。,September 23 2015,Action Action & Adventure,1.8 19 total,500 - 1000,USK: All ages,2.3 and up,https://www.google.com/url?q=http://www.samurai-soft.com/&sa=D&usg=AFQjCNGuQezF391BiHEpQfynQeUyHrY9eg * mailto:support@samurai-soft.com * https://www.google.com/url?q=http://www.samurai-soft.com/privacy.html&sa=D&usg=AFQjCNHTH1kefMW3FIn6jQV9rSoWx7O8Qw,http://www.samurai-soft.com/&sa=D&usg=AFQjCNGuQezF391BiHEpQfynQeUyHrY9eg,http://www.samurai-soft.com,https://play.google.com/store/apps/details?id=com.samurai.soft.dotdajo&hl=en
com.viola.navigator.android,Dots Navigator,M.Nishimori,Free,Blue dots follow to the green dot. Please navigate ants so as to be able to avoid obstacles and get your best score!,July 30 2014,Action Action & Adventure,4.8 9 total,100 - 500,USK: All ages,2.3 and up,mailto:viola.hirtipes@gmail.com * https://www.google.com/url?q=http://tsuwabuki.hatenablog.com/entry/2015/05/18/184219&sa=D&usg=AFQjCNGEQL0VUJEo1Ehqqv4S_haLR8wHmQ,,,https://play.google.com/store/apps/details?id=com.viola.navigator.android&hl=en
com.beancreative.superwhy.android,Super Why! from PBS KIDS,PBS KIDS,€2.19 Buy,Fun literacy games for kids ages 3 to 6. Perfect for preschool and kindergarten preparation and practice. Help your child achieve the Power to Read with this collection of four SUPER WHY interactive literacy games from PBS KIDS. Your child can play along with each of the four main characters from the TV series: Alpha Pig Princess Presto Wonder Red and of course Super Why while practicing the alphabet rhyming spelling writing and reading. Super Duper! ALPHA PIG’S LICKETY LETTER HUNT Help Alpha Pig find his way home by identifying the letters he needs to follow the alphabet path. That’s Alphabet Power! PRINCESS PRESTO’S WANDS-UP WRITING Help Princess Presto make objects appear by identifying letter sounds tracing letters on the touch screen and writing words. Spectacular Spelling! WONDER RED’S RHYMING TIME It’s time to rhyme! Help Wonder Red find the rhyming words missing from her Wonder Words Basket. SUPER WHY’S STORY SAVER Super Why...to the rescue! Help Super Why save the day by selecting words to complete sentences that fit the story. LEARNING REWARDS Collect virtual stickers along the way and decorate a “sticker book” with over 50 items. ABOUT SUPER WHY! The SUPER WHY app from PBS KIDS was developed by Bean Creative in partnership with PBS and Out of the Blue Enterprises the producers of the breakthrough preschool series SUPER WHY. The series is designed to help kids ages 3 to 6 with the critical skills that they need to learn (and love) to read! For more exciting SUPER WHY online games music and activities visit pbskids.org/superwhy. COPYRIGHT 2014 Public Broadcasting Service - PBS KIDS Fun literacy games 3 4 5 and 6 year old kids. Perfect for preschool and kindergarten preparation and practice.,January 3 2014,Education Action & Adventure,4.0 491 total,50000 - 100000,USK: All ages,2.2 and up,https://www.google.com/url?q=http://www.pbskids.org/mobile&sa=D&usg=AFQjCNFZdnQgZ_81u6kjiPMAiPjiLeWQ3g * mailto:AndroidApp@pbs.org * https://www.google.com/url?q=http://pbskids.org/privacy/&sa=D&usg=AFQjCNEWvHdfQE8m3215nvU-9JJSKVi9eQ,http://www.pbskids.org/mobile&sa=D&usg=AFQjCNFZdnQgZ_81u6kjiPMAiPjiLeWQ3g,http://www.pbskids.org,https://play.google.com/store/apps/details?id=com.beancreative.superwhy.android&hl=en
com.p2ent.horridhenry,Horrid Henry Big Box of Pranks,P2 Entertainment Limited,€3.99 Buy,OFFICIAL LICENSED APP ✔ TIME TO GET HORRID AND PLAY SOME PRANKS! Big Box of Pranks is a fast and funny action-packed collection of mini-games based on Horrid Henry’s love of pranks and mischief. Featuring your favourite characters and all of Henry’s nemeses from the BAFTA nominated TV series; play through a wide range of fast moving mini-games. The difficulty level increases as you progress through all the pranks becoming more and more frantic until you lose all your lives! Challenge yourself or friends and family to beat your own high score and unlock new games by moving up the levels – ultimately to become ‘Lord High Excellent Majesty of Pranks’! Be Horrid…be really horrid. Download now…if you dare! FEATURES • SUPER SPIDER • SCARE GROSS GOO • BUMPER BURPTASTIC • LOUNGER LIFT OFF • DINO DASH • SCHOOL SQUASH • DEMON DECORATOR • WIZARD WHOOPEE • FLICK THE BOGEY • HORRID HOSEDOWN PLUS 5 PRANKS TO UNLOCK AS YOU PLAY • SUITABLE FOR AGES 6 years and over • LANGUAGES This app is in English • P2 KID SAFE APP This is a P2 Kid Safe App. P2 Kid Safe apps DO NOT contain in-app purchasing or data gathering systems of any kind meaning your children can safely play without fear of unwittingly purchasing app content or credits or disclosing data about their playing habits location or the device they are using. For more details please see our privacy policy. • P2 CUSTOMER CARE PLEDGE We are committed to bringing all our customers the highest quality apps and after care service and are always looking for ways to improve our games so please get in touch if you have any suggestions or feedback. In the unlikely event that you experience a problem please email our support team who are waiting to help you. Email us at support@p2entertainment.co.uk you will usually receive a reply within 24 hours. • LOVE THE APP? If your child likes the game please leave a review. • MORE EXCITING APPS For details of other exciting interactive apps from P2 please visit www.p2games.co.uk • BECOME A P2 GAMES FAN Facebook: http://www.facebook.com/p2games Horrid Henry characters and logo © 2006-2015 and ™ Novel Entertainment Limited. Horrid Henry Big Box of Pranks © P2 Entertainment Limited 2015. All rights reserved. Developed by Scary Beasties Ltd.,August 12 2015,Action Action & Adventure,4.3 13 total,100 - 500,PEGI 3,2.3 and up,https://www.google.com/url?q=http://www.p2games.co.uk/&sa=D&usg=AFQjCNGq9DEqSwR-a8T5BxIXVpOsTWZrFg * mailto:admin@p2games.co.uk * https://www.google.com/url?q=http://www.p2entertainment.co.uk/privacy&sa=D&usg=AFQjCNF7hdoulvOJfKzXtTYQOtTqh0fWDw,http://www.p2games.co.uk/&sa=D&usg=AFQjCNGq9DEqSwR-a8T5BxIXVpOsTWZrFg,http://www.p2games.co.uk,https://play.google.com/store/apps/details?id=com.p2ent.horridhenry&hl=en
dk.spetsnaz.FarmPuzzleForToddlers,Farm for toddlers HD,thasmobi,€2.07 Buy,Full support for tablets in HD "Farm for toddlers" is made for small children. They love to tap the animals flowers the sun and all the other things they can interact with. They are rewarded with cute graphics and funny sounds. Buy now when we run the Half-price release campaign. There are no ads anywhere in this game. Four different scenes Farm Road Bubble pop and Countryside. Farm: Tap the animals and the surroundings to interact with them and to hear their sounds. There are lots of hidden secrets can you find them all ? Road: Hear the sounds from the road and the river rushing. Bubble pop: bubbles fly up in the sky while the child needs to tap and pop them before they fall down again. Very addictive while training the childs eye to hand coordination skills. Countryside: Tap the animals and watch them run and hear their sounds. Can you find the hidden animals ? There are NO ads in this application.,November 7 2014,Puzzle Education,3.6 14 total,1000 - 5000,USK: All ages,2.3.3 and up,https://www.google.com/url?q=http://thasmobi.com&sa=D&usg=AFQjCNHA4mZLmjYJjJEoa3GuKmw_Jng0Dg * mailto:thasmobi@gmail.com * https://www.google.com/url?q=http://thasmobi.com/privacy.html&sa=D&usg=AFQjCNEV0RvvCIGPul2BkkEkdoj5X9WcWg,http://thasmobi.com&sa=D&usg=AFQjCNHA4mZLmjYJjJEoa3GuKmw_Jng0Dg,http://thasmobi.com,https://play.google.com/store/apps/details?id=dk.spetsnaz.FarmPuzzleForToddlers&hl=en
com.tivola.petworld.hospital,PetWorld: Animal Hospital,Tivola,Free,It's chaos in the savannah! The little elephant has a knot in its trunk the lions have lost their appetite and just what is that itchy rash that the hippos have got? We need your skills! As the leader of the animal hospital in Africa you'll help the animals get healthy again. You'll make diagnoses treat your patients and make sure that your animal hospital is constantly growing with new wards and treatment rooms. Play Animal Hospital 3D – Africa now and experience your personal safari in your very own animal hospital. THE FEATURES AT A GLANCE # Treat zebras lions elephants hippos and rhinos # 14 treatment rooms and more than 30 different illnesses with a range of mini-games # Decorate your hospital with great items you can unlock # Cute 3D graphics with easy-to-learn controls ALL KINDS OF DIFFERENT TREATMENTS AND HOURS OF FUN! Whether it's a hippo a lion an elephant or a zebra – each animal in the savannah has its own illnesses and needs special treatment in order to get well again. With the help of numerous mini-games you can make diagnoses and decide how the animals need to be treated: apply band-aids bandage up sprained hoofs and use the ultrasound to find out the secret of why the lioness's belly is suddenly so big. Make sure the hippo doesn't have to wait impatiently and don’t forget to carefully examine the zebra. The lion's complaining about a stomach ache and the elephant’s leg needs to be x-rayed. The animals of the savanna are in real need of your help. So expand your hospital in the savannah – or do you want to keep a lion waiting? Each time you successfully treat an animal your reputation as a doctor in the savannah will grow and you can build new treatment rooms and treat new more difficult illnesses. A FANTASTIC-LOOKING 3D BUILD UP GAME! Animal Hospital 3D's easy and intuitive controls help you to nurse your little patients back to heath. The game impresses with its simple navigation varying challenges and cute animated animals and treatments. But come and see for yourself and start your adventure at the Animal Hospital 3D – Africa today! SUPPORT If you have any questions or comments about the game you can email us at apps@tivola.de . You'll find further information about Animal Hospital 3D and other Tivola apps at: #facebook.com/animalhospital # facebook.com/tivolamobile # tivola-mobile.com,February 6 2015,Simulation Pretend Play,3.6 8976 total,100000 - 500000,USK: All ages,2.3 and up,https://www.google.com/url?q=http://www.tivola-mobile.com/en/animal-games/animal-hospital-africa/&sa=D&usg=AFQjCNGDzBSTCD2M4Bxdkp20a_jWA9VZvA * mailto:apps@tivola.de * https://www.google.com/url?q=http://www.tivola-mobile.com/privacy-policy/&sa=D&usg=AFQjCNGsmm4WqHj9fhYo3ikcyCJMMRgu5w,http://www.tivola-mobile.com/en/animal-games/animal-hospital-africa/&sa=D&usg=AFQjCNGDzBSTCD2M4Bxdkp20a_jWA9VZvA,http://www.tivola-mobile.com,https://play.google.com/store/apps/details?id=com.tivola.petworld.hospital&hl=en
com.yotesgames.unicorn,Unicorn Training Demo,Yotes Games,Free,Master powerful magic venture through dungeons and explore the monster-filled forest of Equica! Clover is the unicorn apprentice of Grand Swirllock the Bearded. She needs to learn the 10 basic combat spells every mage must master to survive fights against the monsters of Equica. Traverse deadly dungeons to unlock more spells and extend your life energy! Beat all the dungeon bosses to prove you’re tough enough to take on any dangerous quest! [Full Version Features] - Unlock 10 Different Combat Spells! - 9 Dungeons Crawling With Monsters & Treasure! - Plunder Caves For Gems & Items! - Find Cupcakes Potions and Power-Boosting Equipment! - A Vast & Mysterious Forest Awaits… [Demo Version Features] - Unleash the Blast and Cut Spells! - A Portion of The Forest is Yours to Explore! - Traverse the First Dungeon! - Collect Powerful Equipment in a Gem Filled Cave! *** If you like the demo be sure to Finish Your Training in the Full Version! *** ________________________________________ ~ Music provided by OpenGameArt.org ~ Title Theme: Polyverse Title by Botanic Timber Grove: Chippytoon by BBandRage Battle Theme: BossMain by SketchyLogic Dungeon: Last Life by Scribe ~ Music provided by The Cynic Project ~ Cave: Crystal Cave by cynicmusic (pixelsphere.org) ~ Music provided by PacDV ~ Boss Theme: Power Juice by www.pacdv.com/sounds/ ~ Music provided by AudioJungle.net ~ Forest: The Big Guy by Snabisch,December 3 2014,Role Playing Action & Adventure,4.1 390 total,10000 - 50000,PEGI 7 Mild Violence,2.3 and up,https://www.google.com/url?q=http://www.yotesgames.com&sa=D&usg=AFQjCNHArcPKfI92spWagJC0Iw_vBEpePg * mailto:yotesmail@gmail.com * https://www.google.com/url?q=http://www.yotesgames.com/p/privacy-policy.html&sa=D&usg=AFQjCNG1ojZELoLaeEmog6_3D7-VDsxIxQ,http://www.yotesgames.com&sa=D&usg=AFQjCNHArcPKfI92spWagJC0Iw_vBEpePg,http://www.yotesgames.com,https://play.google.com/store/apps/details?id=com.yotesgames.unicorn&hl=en
net.reea.mursunica,Mursunica,REEA,Free,From tasteful flying fruits to magical wild honey Mursunica wants them all! In Mursland all of these are flying on the skies... Mursunica found herself a flying red cape but flying is not her best skill... She needs your help to fly through Mursland and gather as many treats as possible. Watch out though for the wild bees which will stop at nothing to protect their precious honey. Mursunica is free to download and play enjoy it! There are no ads allowed in Mursland. More of Mursunica's adventures will be available in the near future so stay tuned! FEATURES · fluffy bear · playful wonderland · wild delicious fruits · amazing power-ups · not so scary wild bees · intuitive controls · no ads · no in-app purchases,May 29 2015,Action Action & Adventure,4.3 12 total,100 - 500,PEGI 3,2.3 and up,https://www.google.com/url?q=http://www.reea.net&sa=D&usg=AFQjCNEVgyCnx6C1KoR6NHMFG2TaxlgNdA * mailto:android@reea.net * https://www.google.com/url?q=http://games.reea.net/privacy-policy/&sa=D&usg=AFQjCNG1Io906SD9OENUzCrDt1dLHpdO8A,http://www.reea.net&sa=D&usg=AFQjCNEVgyCnx6C1KoR6NHMFG2TaxlgNdA,http://www.reea.net,https://play.google.com/store/apps/details?id=net.reea.mursunica&hl=en
com.sd.google.hkbsseasons,Hello Kitty Seasons,Sanrio Digital,Free,Help Hello Kitty manage her beauty salon and keep things running smoothly using quick moves and clever judgment. As Hello Kitty serves snips and styles away your job is to get each customer seated without keeping them waiting for too long. Each customer may want more than one service so pay attention act fast and don't forget to watch the cash register! When the time comes hire and train more staff to help out and purchase valuable upgrades so you can keep up with increasing demands. More customers means more money but don't be caught off-guard! Prepare to test your management skills and give the good residents of Sanrio Land get the quality service they deserve! Have fun and stay tuned for more seasonal themes coming up! ** Please note that while the app is free please be aware that it contains paid content for real money that can be purchased upon users' wish to enhance their gaming experience.You may control in-app purchases made within this app using password protection which can be enabled from the setting page of the Google Play Store app. **,December 17 2013,Simulation Pretend Play,4.1 14315 total,1000000 - 5000000,PEGI 3,2.1 and up,https://www.google.com/url?q=http://www.sanriodigital.com&sa=D&usg=AFQjCNEBmeuZhk25to9OMgbK1iEF75cx1w * mailto:gamesupport@sanriodigital.com * https://www.google.com/url?q=http://sanriodigital.com/mobile/PrivacyPolicy.php&sa=D&usg=AFQjCNHuOaYVkNT-j-gI2PblyiYmSYHQxA,http://www.sanriodigital.com&sa=D&usg=AFQjCNEBmeuZhk25to9OMgbK1iEF75cx1w,http://www.sanriodigital.com,https://play.google.com/store/apps/details?id=com.sd.google.hkbsseasons&hl=en
com.robotifun.feed.myfish,Feed My Fish,AppQuiz,Free,Relax and enjoy while feeding real fishes. - koi,November 1 2014,Simulation Pretend Play,3.6 5094 total,500000 - 1000000,USK: All ages,2.3.3 and up,https://www.google.com/url?q=http://www.robotifun.com&sa=D&usg=AFQjCNGtgPZRO3l3go2-aFUmClX8S1FLbA * mailto:appquizz@gmail.com * https://www.google.com/url?q=http://www.robotifun.com/privacy-policy&sa=D&usg=AFQjCNGx4bv1amIPoK3GsT6KHZeJaIscrA,http://www.robotifun.com&sa=D&usg=AFQjCNGtgPZRO3l3go2-aFUmClX8S1FLbA,http://www.robotifun.com,https://play.google.com/store/apps/details?id=com.robotifun.feed.myfish&hl=en
air.com.yayaetzouk,YaYa & Zouk,ToonDraw Animation inc.,Free,Viens jouer avec YaYa et Zouk! Cette application destinée aux 3-6 ans permet de prolonge l’univers de la série télévisuelle. Pour YaYa et Zouk tout est prétexte à rire et à découvrir… Les objets du quotidien deviennent un tremplin vers l’imaginaire. Les moments de la vie de tous les jours se transforment en situations toutes plus loufoques les unes que les autres. Découvre quatre mini-jeux tous plus amusants les uns que les autres: La pêche aux trésors Pars à la pêche avec YaYa et Zouk. Aide-les à ramasser les objets dans l'eau. Le sel enchanté Le dessin de Zouk est coincé sous le canapé. Pour l’aider à le récupérer Yaya utilise du sel qui fait voler les objets. Tout le salon s’envole dans les nuages. Vite aide-la à tout ramasser avant que maman que les meubles ont disparues. La bébécopieuse Zouk a fabriqué une machine à copier des objets. Alors que Yaya et Zouk ont le dos tourné bébé entre dans la machine et la dérègle: des dizaines de copies de bébés en ressort. Vite aide Yaya et Zouk à les attrapent pour les remettre dans la machine avant qu'ils envahissent toutes la maison! Le miroir à voyages YaYa et Zouk jouent à cache-cache. Alors que YaYa compte Zouk se cache l'autre côté du miroir. Pas facile de le trouver!,October 27 2015,Entertainment Action & Adventure,4.5 10 total,500 - 1000,USK: All ages,2.2 and up,https://www.google.com/url?q=http://www.yayaetzouk.com&sa=D&usg=AFQjCNH4D076LGtA04EcTWW5UsqYa64pOQ * mailto:info@yayaetzouk.com * https://www.google.com/url?q=http://yayaetzouk.tobostudio.com/web-dev/confidentialite.html&sa=D&usg=AFQjCNFF_PUAwqOZUTGPiUv3LaFexrzc5Q,http://www.yayaetzouk.com&sa=D&usg=AFQjCNH4D076LGtA04EcTWW5UsqYa64pOQ,http://www.yayaetzouk.com,https://play.google.com/store/apps/details?id=air.com.yayaetzouk&hl=en
com.rrtenz.BalloonClimber,Floaty Ballon,rrTenz,Free,Help the little red ballon float to new heights. Weave your way as high as you can and beat your friends’ high scores. This game is a typical Endless Runner with some great improvements. The ballon is floating up. When you aren't pressing buttons the ballon will float to the center of the screen. Press on the right half of the screen to go right and on the left half of the screen to go left; all while dodging and weaving your way between the obstacles. Did we spell 'Balloon' wrong? Not necessarily. bal·lon be'lôn/ noun noun: ballon 1. (in dancing) the ability to appear effortlessly suspended while performing movements during a jump. 2. variant spelling of balloon (sense 4 of the noun).,August 14 2014,Action Action & Adventure,2.4 9 total,500 - 1000,USK: All ages,4.0 and up,https://www.google.com/url?q=https://docs.google.com/document/d/1yJpqPKTEykztl_9zdgWpx9ruN23o9xBBYrlfTQtDYHI/&sa=D&usg=AFQjCNFEafVw0--p15hE_LWjQKycFQ4eAw * mailto:rrtenz@gmail.com * https://www.google.com/url?q=https://docs.google.com/document/d/1HEmXW2tmaoNzVRx4CKaSGsMGJ6EIEuuO5xlrOc0sdJM/edit%23&sa=D&usg=AFQjCNGYTg231hptjJhi5S1UiUc8hAvMrw,https://docs.google.com/document/d/1yJpqPKTEykztl_9zdgWpx9ruN23o9xBBYrlfTQtDYHI/&sa=D&usg=AFQjCNFEafVw0--p15hE_LWjQKycFQ4eAw,https://docs.google.com,https://play.google.com/store/apps/details?id=com.rrtenz.BalloonClimber&hl=en
com.ravensburgerdigital.spacetaxi,Space Taxi,Ravensburger Digital GmbH,€2.99 Buy,Immerse yourself in this fast-paced Space-Taxi adventure with a twist: manoeuvre through the galaxy and escape planetary gravity in this boundless jump-and-run game. You are a taxi driver jumping to and around planets to pick up passengers and take them to their rocket so they can get back into space. But be careful: on the way you will encounter galactic beings that will try to make your life difficult and prevent you from accomplishing your mission. While flitting about in your taxi collect stars and life hearts that you can use to buy upgrades in the laboratory. FEATURES • Unique gameplay: planetary gravity affects your trajectory • Stunning action graphics • Easy-to-use touch controls • More than 10 different characters to choose from • Drive 3 different taxis across the galaxy • Lots of upgrades and settings • Endless gameplay for endless fun! Become a fan of Ravensburger Digital on Facebook and find out more about our new apps exclusive competitions and behind the scenes information about the development of our apps: http://www.facebook.com/RavensburgerDigitalGmbH,May 21 2015,Action Action & Adventure,4.3 3 total,100 - 500,USK: All ages,2.3.3 and up,https://www.google.com/url?q=http://www.ravensburger-games.com&sa=D&usg=AFQjCNEvyNtGpm1-VufsJlcIjkOyQkV3NA * mailto:support@ravensburger-digital.com * https://www.google.com/url?q=http://assets.ravensburger-digital.com/mobile/privacy.html&sa=D&usg=AFQjCNE7yWgLxplR16rat-TE-kFmVD_TPA,http://www.ravensburger-games.com&sa=D&usg=AFQjCNEvyNtGpm1-VufsJlcIjkOyQkV3NA,http://www.ravensburger-games.com,https://play.google.com/store/apps/details?id=com.ravensburgerdigital.spacetaxi&hl=en
air.A2ToneColor,2-Tone Color - Autism Series,ColorsKit,€4.01 Buy,2-Tone Color - Autism Series is a special education app developed by WebTeam Corporation to help children with autism distinguish between 2 different shades in a single object. The app built on the applied behavior analysis (ABA) method of intervention asks the child to touch an object with 2 different colors. Each screen comes with a distractor object to make the task of identifying difficult for the child. In the app settings parents or teachers can customize playing time and a few other features to suit the requirement of their child or students. Whenever the child gives a correct response s/he will receive a rewarding animation that reinforces good performances. ***About WebTeam Corporation*** Incorporated in 2005 WebTeam Corporation is a Somerset-based mobile application development firm that has pioneered the development of an autism management program comprising screening assessment and intervention apps. WebTeam’s ABA-based autism apps help parents teachers health care experts researchers and other stakeholders worldwide efficiently manage the entire life-cycle of autism from infancy to adulthood and employment. By developing apps for autism intervention WebTeam replicates individualized autism services on mobile devices thereby making these necessary services available to the under-served population globally especially in countries that lack the expertise necessary to tackle autism efficiently and in a cost-effective manner. WebTeam’s innovative idea backed by proprietary technology which was awarded by Verizon in the 2013 Powerful Answers Award competition lets caregivers collect and share data efficiently to foster effective collaborations that will ultimately solve one of the world’s largest and growing developmental disorders. Credits: Voice over by Nishali Parikh,November 18 2014,Education Creativity,,,PEGI 3,2.2 and up,https://www.google.com/url?q=http://www.colorskit.com&sa=D&usg=AFQjCNEDxJYuZKuA6JEsil0lHmRBwTIjOQ * mailto:nish@webteamcorp.com * https://www.google.com/url?q=http://www.webteamcorp.com/privacy-policy&sa=D&usg=AFQjCNHKiYhlUkLGyOX1zSaWJMw84XYUKQ,http://www.colorskit.com&sa=D&usg=AFQjCNEDxJYuZKuA6JEsil0lHmRBwTIjOQ,http://www.colorskit.com,https://play.google.com/store/apps/details?id=air.A2ToneColor&hl=en
com.dream.runboy,50 Candies to Happiness,Dream a Lot,Free,Slow and steady wins - on going. The game teaches to not be greedy - or you lose Collect 50 candies to make the main hero happy. You should fly from house to house and collect tasty candies. It might be not so easy as seems. You must move quickly and try not to fall between houses. Try and enjoy ;),March 18 2015,Action Action & Adventure,4.6 23 total,100 - 500,PEGI 3,2.3 and up,mailto:skyvova@ukr.net * https://www.google.com/url?q=http://dreamalot.esy.es/privacypolicy.htm&sa=D&usg=AFQjCNEGl7iklcKOIascXzGVOsVw0g5GDQ,,,https://play.google.com/store/apps/details?id=com.dream.runboy&hl=en
